segment,from,to,text
1082,00:38:52.000,00:38:54.000,我不知道要怎麼告訴他說
1083,00:38:54.000,00:38:56.000,我很害怕然後把他說的
1084,00:38:56.000,00:38:58.000,很有說服力
1085,00:38:58.000,00:39:00.000,所以我就只能說
1086,00:39:00.000,00:39:02.000,我知道我一直哭
1087,00:39:02.000,00:39:04.000,所以我一定不是很開心
1088,00:39:04.000,00:39:06.000,我一定不是
1089,00:39:06.000,00:39:08.000,真的享受或是喜歡
1090,00:39:08.000,00:39:10.000,或是同意他做這件事情
1091,00:39:10.000,00:39:12.000,嗯嗯嗯嗯嗯
1092,00:39:12.000,00:39:16.000,那像關於你們有沒有在交往這件事情
1093,00:39:16.000,00:39:18.000,法官的問
1094,00:39:18.000,00:39:20.000,就是避問
1095,00:39:20.000,00:39:22.000,因為有三個法官
1096,00:39:22.000,00:39:24.000,法官問法是你說沒有交往就過去了
1097,00:39:24.000,00:39:26.000,或者是
1098,00:39:26.000,00:39:28.000,他會再追問哪一些細節
1099,00:39:28.000,00:39:30.000,然後才確認
1100,00:39:30.000,00:39:32.000,這件事情
1101,00:39:32.000,00:39:34.000,他們問交往好像
1102,00:39:34.000,00:39:36.000,也不是因為一開始
1103,00:39:36.000,00:39:38.000,我就會跟他說
1104,00:39:38.000,00:39:40.000,我們的關係是他是我老師的弟弟
1105,00:39:40.000,00:39:42.000,嗯
1106,00:39:42.000,00:39:44.000,然後他們
1107,00:39:44.000,00:39:46.000,會問說那你們聯絡
1108,00:39:46.000,00:39:48.000,私底下會聯絡到
1109,00:39:48.000,00:39:50.000,什麼樣的情況
1110,00:39:50.000,00:39:52.000,我就說除了我交給他那些
1111,00:39:52.000,00:39:54.000,我們沒有其他的聯絡
1112,00:39:54.000,00:39:56.000,就讓他知道說
1113,00:39:56.000,00:39:58.000,我跟他
1114,00:39:58.000,00:40:00.000,就是一個連平常都不會
1115,00:40:00.000,00:40:02.000,傳訊息的朋友
1116,00:40:02.000,00:40:04.000,嗯嗯嗯
1117,00:40:04.000,00:40:06.000,所以他們其實
1118,00:40:06.000,00:40:08.000,跟交往的好像是
1119,00:40:08.000,00:40:10.000,只有一個
1120,00:40:10.000,00:40:12.000,但我忘記是哪一個
1121,00:40:12.000,00:40:14.000,是第三個吧
1122,00:40:14.000,00:40:16.000,我忘記了就是交往這個詞
1123,00:40:16.000,00:40:18.000,被提出來不是三個都被提出來
1124,00:40:18.000,00:40:20.000,他們是用不同的方式
1125,00:40:20.000,00:40:22.000,去問我們的關係到底
1126,00:40:22.000,00:40:24.000,有多親密或是到哪裡
1127,00:40:24.000,00:40:26.000,嗯嗯嗯嗯
1128,00:40:26.000,00:40:28.000,好
1129,00:40:28.000,00:40:30.000,那我要
1130,00:40:30.000,00:40:32.000,那我要問
1131,00:40:32.000,00:40:34.000,我應該要先問
1132,00:40:34.000,00:40:36.000,嗯事件了
1133,00:40:36.000,00:40:38.000,嗯其實我覺得你大致上
1134,00:40:38.000,00:40:40.000,都有寫然後我應該
1135,00:40:40.000,00:40:42.000,主要是會把一些
1136,00:40:42.000,00:40:44.000,你看你會介意到哪裡
1137,00:40:44.000,00:40:46.000,我如果只是把
1138,00:40:46.000,00:40:48.000,一些人民或者是
1139,00:40:48.000,00:40:50.000,嗯
1140,00:40:50.000,00:40:52.000,人民或者是
1141,00:40:52.000,00:40:54.000,會指涉到
1142,00:40:54.000,00:40:56.000,我看一下
1143,00:40:56.000,00:40:58.000,其實我好像主要是人民
1144,00:40:58.000,00:41:00.000,就是我如果主要是把
1145,00:41:00.000,00:41:02.000,人民碼掉的話
1146,00:41:02.000,00:41:04.000,然後這個就是這樣的東西你是可以接受嗎
1147,00:41:04.000,00:41:06.000,還是你會希望
1148,00:41:06.000,00:41:08.000,再碼掉多一點東西然後你會比較
1149,00:41:08.000,00:41:10.000,介意哪些東西不想被
1150,00:41:10.000,00:41:12.000,就是有分兩個一個是
1151,00:41:12.000,00:41:14.000,不想被看到一個是
1152,00:41:14.000,00:41:16.000,不想被寫出來就當然
1153,00:41:16.000,00:41:18.000,不會寫一定不會寫到
1154,00:41:18.000,00:41:20.000,這麼細就是想要問你
1155,00:41:20.000,00:41:22.000,可能會介意哪一些細節就在
1156,00:41:22.000,00:41:24.000,吉巴亞郎你傳給我的吉巴亞郎故事裡
1157,00:41:24.000,00:41:26.000,應該是
1158,00:41:26.000,00:41:28.000,嗯
1159,00:41:28.000,00:41:30.000,就是姓名就不會然後
1160,00:41:30.000,00:41:32.000,我不知道關於鼓這件事情
1161,00:41:32.000,00:41:34.000,就是
1162,00:41:34.000,00:41:36.000,大鼓老師可以把它改成例如音樂的時候
1163,00:41:36.000,00:41:38.000,就好
1164,00:41:38.000,00:41:40.000,不要是一個樂器
1165,00:41:40.000,00:41:42.000,會比較容易追到
1166,00:41:42.000,00:41:44.000,或是
1167,00:41:44.000,00:41:46.000,或是我我不確定
1168,00:41:46.000,00:41:48.000,因為我同事說
1169,00:41:48.000,00:41:50.000,有一些狀況是可以
1170,00:41:50.000,00:41:52.000,因為要匿名所以可能也會
1171,00:41:52.000,00:41:54.000,稍微的變造情緒
1172,00:41:54.000,00:41:56.000,情節就是
1173,00:41:56.000,00:41:58.000,所以我覺得有可能
1174,00:41:58.000,00:42:00.000,就像你說的改成音樂
1175,00:42:00.000,00:42:02.000,然後或者是
1176,00:42:02.000,00:42:04.000,可能
1177,00:42:04.000,00:42:06.000,某某某某個
1178,00:42:06.000,00:42:08.000,想一下
1179,00:42:08.000,00:42:10.000,還有什麼打擊
1180,00:42:10.000,00:42:12.000,木琴課
1181,00:42:12.000,00:42:16.000,可以啊其實我
1182,00:42:16.000,00:42:18.000,我
1183,00:42:18.000,00:42:20.000,不想要被知道
1184,00:42:20.000,00:42:22.000,只有
1185,00:42:22.000,00:42:24.000,我不想要
1186,00:42:24.000,00:42:26.000,嗯
1187,00:42:26.000,00:42:30.000,我跟吉巴亞郎以外的人
1188,00:42:30.000,00:42:32.000,能夠被
1189,00:42:32.000,00:42:34.000,收到的
1190,00:42:34.000,00:42:36.000,就是
1191,00:42:36.000,00:42:38.000,如果他們看得出來是我
1192,00:42:38.000,00:42:40.000,我沒差看得出來是吉巴亞郎
1193,00:42:40.000,00:42:42.000,沒差但是如果看得出來是
1194,00:42:42.000,00:42:44.000,小春就不行
1195,00:42:44.000,00:42:46.000,懂
1196,00:42:46.000,00:42:48.000,好那
1197,00:42:48.000,00:42:50.000,我先往上面問
1198,00:42:50.000,00:42:52.000,就是雖然有很多問題
1199,00:42:52.000,00:42:54.000,我都問過你但我
1200,00:42:54.000,00:42:56.000,還是要給同事聽
1201,00:42:56.000,00:42:58.000,所以我要問的是
1202,00:42:58.000,00:43:00.000,第一個嘛第一個是
1203,00:43:00.000,00:43:02.000,2018年其實也很久了
1204,00:43:02.000,00:43:04.000,然後那個時候
1205,00:43:04.000,00:43:06.000,你可以快速
1206,00:43:06.000,00:43:08.000,的講一下就是
1207,00:43:08.000,00:43:10.000,那時候發
1208,00:43:10.000,00:43:12.000,幾點去找他然後
1209,00:43:12.000,00:43:14.000,當時
1210,00:43:14.000,00:43:16.000,的關係聯絡
1211,00:43:16.000,00:43:18.000,程度如何
1212,00:43:18.000,00:43:20.000,後來事件
1213,00:43:20.000,00:43:22.000,是怎麼發生的
1214,00:43:22.000,00:43:24.000,然後已經你後來沒有跟其他人說
1215,00:43:24.000,00:43:28.000,那一次是
1216,00:43:28.000,00:43:30.000,那一次
1217,00:43:30.000,00:43:32.000,因為我入村
1218,00:43:32.000,00:43:34.000,不是他們真的建村
1219,00:43:34.000,00:43:36.000,以來也大概才
1220,00:43:36.000,00:43:38.000,一年多吧
1221,00:43:38.000,00:43:40.000,一兩年
1222,00:43:40.000,00:43:42.000,然後
1223,00:43:42.000,00:43:44.000,因為我認識他是
1224,00:43:44.000,00:43:46.000,透過老師然後他
1225,00:43:46.000,00:43:48.000,通常是他來到
1226,00:43:48.000,00:43:50.000,那個地下室的時候我才
1227,00:43:50.000,00:43:52.000,會遇到才會跟他聊到天
1228,00:43:52.000,00:43:54.000,所以是一個
1229,00:43:54.000,00:43:56.000,朋友朋友對我來說
1230,00:43:56.000,00:43:58.000,是朋友的朋友
1231,00:43:58.000,00:44:00.000,然後
1232,00:44:00.000,00:44:02.000,當2018年事情發生的時候
1233,00:44:02.000,00:44:04.000,是大概在半夜
1234,00:44:04.000,00:44:06.000,兩
1235,00:44:06.000,00:44:08.000,三點
1236,00:44:08.000,00:44:10.000,然後
1237,00:44:10.000,00:44:12.000,他就程旭旭說
1238,00:44:12.000,00:44:14.000,叫我過去陪
1239,00:44:14.000,00:44:16.000,他什麼還是要
1240,00:44:16.000,00:44:18.000,去給他抱抱還是什麼之類的
1241,00:44:18.000,00:44:22.000,然後當時我就是
1242,00:44:22.000,00:44:24.000,對於抱抱這件事
1243,00:44:24.000,00:44:30.000,我想我這件事情反正
1244,00:44:30.000,00:44:32.000,你其實喜歡被抱抱的人
1245,00:44:32.000,00:44:34.000,就是看到那種
1246,00:44:34.000,00:44:36.000,free hug回去抱的人
1247,00:44:36.000,00:44:38.000,然後我就
1248,00:44:38.000,00:44:40.000,對我來說是沒什麼
1249,00:44:40.000,00:44:42.000,就是一個友好的代表
1250,00:44:42.000,00:44:44.000,所以我沒有講太多
1251,00:44:44.000,00:44:46.000,那我我們常常
1252,00:44:46.000,00:44:48.000,他們常常會在喝酒喝到一半
1253,00:44:48.000,00:44:50.000,的時候就會說早上誰
1254,00:44:50.000,00:44:52.000,過來喝所以我以為又是
1255,00:44:52.000,00:44:54.000,你早上Ama過來喝
1256,00:44:54.000,00:44:56.000,我們就還蠻覺得好像被接納
1257,00:44:56.000,00:44:58.000,被納入這個團體很高興
1258,00:44:58.000,00:45:00.000,然後就說好好啊
1259,00:45:00.000,00:45:02.000,然後他就叫我他就給我一個
1260,00:45:02.000,00:45:04.000,地址他其實
1261,00:45:04.000,00:45:06.000,是叫我到什麼戲子同會之類的
1262,00:45:06.000,00:45:08.000,然後我就
1263,00:45:08.000,00:45:10.000,我就自己做那個
1264,00:45:10.000,00:45:12.000,計程車去
1265,00:45:12.000,00:45:14.000,然後當到的時候
1266,00:45:14.000,00:45:16.000,反正下車之後
1267,00:45:16.000,00:45:18.000,我就看到他一個人我想說
1268,00:45:18.000,00:45:20.000,是他跟我聯絡他帶我上去
1269,00:45:20.000,00:45:22.000,正常但是上樓
1270,00:45:22.000,00:45:24.000,之後就是他家
1271,00:45:24.000,00:45:26.000,在二樓是暗的特地是
1272,00:45:26.000,00:45:28.000,暗的然後我就覺得怪怪的
1273,00:45:28.000,00:45:30.000,因為他叫我小聲他用
1274,00:45:30.000,00:45:32.000,的動作叫我不要說
1275,00:45:32.000,00:45:34.000,話然後他就把我帶
1276,00:45:34.000,00:45:36.000,到房間房間就都沒人啊
1277,00:45:36.000,00:45:38.000,只有他然後他就
1278,00:45:38.000,00:45:40.000,叫我坐下來
1279,00:45:40.000,00:45:42.000,然後
1280,00:45:42.000,00:45:44.000,還有嗎
1281,00:45:44.000,00:45:46.000,就這樣就可以了嗎
1282,00:45:46.000,00:45:48.000,好就是後面就發生了
1283,00:45:48.000,00:45:50.000,你後面就是在
1284,00:45:50.000,00:45:52.000,那個提上故事裡面
1285,00:45:52.000,00:45:54.000,寫到
1286,00:45:54.000,00:45:56.000,我講一個
1287,00:45:56.000,00:45:58.000,就是隔天我去
1288,00:45:58.000,00:46:00.000,隔天我回家的時候是他叫
1289,00:46:00.000,00:46:02.000,我五個帶我回家
1290,00:46:02.000,00:46:04.000,然後關於這件事
1291,00:46:04.000,00:46:06.000,檢察官都沒有
1292,00:46:06.000,00:46:08.000,問我然後是
1293,00:46:08.000,00:46:10.000,反正是我在側黃的時候
1294,00:46:10.000,00:46:12.000,那個警官就隨口提到
1295,00:46:12.000,00:46:14.000,但是那警官其實也蠻想
1296,00:46:14.000,00:46:16.000,要再幫我找到更多的證據
1297,00:46:16.000,00:46:18.000,所以他就問我
1298,00:46:18.000,00:46:20.000,這件事我就說對是他叫
1299,00:46:20.000,00:46:22.000,的車所以他就說那
1300,00:46:22.000,00:46:24.000,如果查查那個
1301,00:46:24.000,00:46:26.000,那什麼
1302,00:46:26.000,00:46:28.000,信用卡記錄是查到嗎
1303,00:46:28.000,00:46:30.000,我說應該可以就是
1304,00:46:30.000,00:46:32.000,檢察官就是好像
1305,00:46:32.000,00:46:34.000,沒有覺得這可以當證據
1306,00:46:34.000,00:46:36.000,但是那個側黃警官
1307,00:46:36.000,00:46:38.000,就有講
1308,00:46:38.000,00:46:40.000,有提到
1309,00:46:40.000,00:46:42.000,這裡我想要補
1310,00:46:42.000,00:46:44.000,問一個就是在那個
1311,00:46:44.000,00:46:46.000,時候你讀
1312,00:46:46.000,00:46:48.000,就是因為其實是因為
1313,00:46:48.000,00:46:50.000,你們以前很常就在
1314,00:46:50.000,00:46:52.000,例如晚很晚的時候
1315,00:46:52.000,00:46:54.000,約
1316,00:46:54.000,00:46:56.000,約喝酒或是約
1317,00:46:56.000,00:46:58.000,就是約一起吃東西
1318,00:46:58.000,00:47:00.000,之類的所以你才會在
1319,00:47:00.000,00:47:02.000,那個時間點
1320,00:47:02.000,00:47:04.000,接到他的訊息想說
1321,00:47:04.000,00:47:06.000,有可能是又有約了
1322,00:47:06.000,00:47:08.000,又有種被接納的感覺
1323,00:47:08.000,00:47:10.000,我想要問的事情是在那之前
1324,00:47:10.000,00:47:12.000,可能你們多常
1325,00:47:12.000,00:47:14.000,會在差不多的時間
1326,00:47:14.000,00:47:16.000,點然後一起聚一聚
1327,00:47:16.000,00:47:18.000,我們平常是禮拜六
1328,00:47:18.000,00:47:20.000,晚上上課
1329,00:47:20.000,00:47:22.000,所以我們每次
1330,00:47:22.000,00:47:24.000,所以每個禮拜六都會聚
1331,00:47:24.000,00:47:26.000,但是不一定每一次都
1332,00:47:26.000,00:47:28.000,會喝很多
1333,00:47:28.000,00:47:30.000,但是剛開始
1334,00:47:30.000,00:47:32.000,其實蠻頻繁的就是
1335,00:47:32.000,00:47:34.000,大概
1336,00:47:34.000,00:47:36.000,兩三個禮拜就會有一次
1337,00:47:36.000,00:47:38.000,喝到天亮
1338,00:47:38.000,00:47:40.000,就是是從上課
1339,00:47:40.000,00:47:42.000,可能是從六七點天黑的時候
1340,00:47:42.000,00:47:44.000,開始上課上到十一點
1341,00:47:44.000,00:47:46.000,左右了然後十一點我們
1342,00:47:46.000,00:47:48.000,就會開始聊天喝酒然後
1343,00:47:48.000,00:47:50.000,反正老師也下課的時候
1344,00:47:50.000,00:47:52.000,我們就沒有在管酒量
1345,00:47:52.000,00:47:54.000,然後看喝的靜性
1346,00:47:54.000,00:47:56.000,程度
1347,00:47:56.000,00:47:58.000,兩三個禮拜就會有超過兩點
1348,00:47:58.000,00:48:00.000,的然後兩點
1349,00:48:00.000,00:48:02.000,會是一個關卡要不要坐車回家
1350,00:48:02.000,00:48:04.000,然後再來就是四點
1351,00:48:04.000,00:48:06.000,天亮了也是
1352,00:48:06.000,00:48:08.000,一個關卡現在就是想
1353,00:48:08.000,00:48:10.000,天亮之前回家
1354,00:48:10.000,00:48:12.000,再來就是直接玩到
1355,00:48:12.000,00:48:14.000,美麗就早上五點大家會
1356,00:48:14.000,00:48:16.000,撤然後就回家
1357,00:48:16.000,00:48:18.000,嗯嗯嗯
1358,00:48:18.000,00:48:20.000,那好奇一下那個
1359,00:48:20.000,00:48:22.000,現場當時的
1360,00:48:22.000,00:48:24.000,男女比大概是多少
1361,00:48:24.000,00:48:26.000,男女比嗎
1362,00:48:26.000,00:48:28.000,我想一下我的
1363,00:48:28.000,00:48:30.000,同學嗎
1364,00:48:30.000,00:48:32.000,我的女同學
1365,00:48:32.000,00:48:34.000,通常都是只有一個兩個
1366,00:48:34.000,00:48:36.000,三個這樣子
1367,00:48:36.000,00:48:38.000,然後他的整個學生
1368,00:48:38.000,00:48:42.000,男生會有幾個
1369,00:48:42.000,00:48:44.000,那兩個
1370,00:48:44.000,00:48:46.000,如果好我有四個
1371,00:48:46.000,00:48:48.000,應該是什麼
1372,00:48:48.000,00:48:50.000,二比八左右吧
1373,00:48:50.000,00:48:52.000,哦了解
1374,00:48:52.000,00:48:54.000,接近一對接近一比五
1375,00:48:54.000,00:48:56.000,或是
1376,00:48:56.000,00:48:58.000,到很後來
1377,00:48:58.000,00:49:00.000,是一比十
1378,00:49:00.000,00:49:02.000,哦就有可能
1379,00:49:02.000,00:49:04.000,有兩個女生但其實現場
1380,00:49:04.000,00:49:06.000,有十幾個男生
1381,00:49:06.000,00:49:08.000,兩個女生好像沒有
1382,00:49:08.000,00:49:10.000,沒辦法容納那麼多
1383,00:49:10.000,00:49:12.000,但是星期六因為有的時候
1384,00:49:12.000,00:49:14.000,他的那個比例就會
1385,00:49:14.000,00:49:16.000,是男生可能
1386,00:49:16.000,00:49:18.000,固定有八個
1387,00:49:18.000,00:49:20.000,但是女生可能有我
1388,00:49:20.000,00:49:22.000,一個這樣就會是一比八
1389,00:49:22.000,00:49:24.000,有可能有我的
1390,00:49:24.000,00:49:26.000,有另外一個女生
1391,00:49:26.000,00:49:28.000,這樣就會是二比八
1392,00:49:28.000,00:49:30.000,這五個的比值差很多
1393,00:49:30.000,00:49:32.000,哦懂懂懂
1394,00:49:32.000,00:49:34.000,女生通常都是
1395,00:49:34.000,00:49:36.000,只有我或是有一個別人
1396,00:49:36.000,00:49:38.000,很少出現到三個
1397,00:49:38.000,00:49:40.000,哦
1398,00:49:40.000,00:49:42.000,你覺得在那個環境裡
1399,00:49:42.000,00:49:44.000,就是他們會
1400,00:49:44.000,00:49:46.000,先不管
1401,00:49:46.000,00:49:48.000,先不討論
1402,00:49:48.000,00:49:50.000,後面的事情也是
1403,00:49:50.000,00:49:52.000,沒錯但是好奇的是前面
1404,00:49:52.000,00:49:54.000,有一個問題你有曾經
1405,00:49:54.000,00:49:56.000,因為在那個性別比
1406,00:49:56.000,00:49:58.000,比較不均的
1407,00:49:58.000,00:50:00.000,狀況下會覺得
1408,00:50:00.000,00:50:02.000,有時候可能口頭上
1409,00:50:02.000,00:50:04.000,或是肢體上本身就已經
1410,00:50:04.000,00:50:06.000,常常有一些
1411,00:50:06.000,00:50:08.000,你覺得不太尊重你或是不太尊重
1412,00:50:08.000,00:50:10.000,女性的事情發生嗎
1413,00:50:10.000,00:50:12.000,對
1414,00:50:12.000,00:50:14.000,會有一些
1415,00:50:14.000,00:50:16.000,艷女情節
1416,00:50:16.000,00:50:18.000,的發言但是
1417,00:50:20.000,00:50:22.000,因為我就是保持著
1418,00:50:22.000,00:50:24.000,沒關係啊就是你的想法
1419,00:50:24.000,00:50:26.000,嗯
1420,00:50:26.000,00:50:28.000,我覺得他們如果
1421,00:50:28.000,00:50:30.000,發表這樣子的事情
1422,00:50:30.000,00:50:32.000,就我在現場你還
1423,00:50:32.000,00:50:34.000,講得出這樣子
1424,00:50:34.000,00:50:36.000,我當時是
1425,00:50:36.000,00:50:38.000,把他想到連想到
1426,00:50:38.000,00:50:40.000,是他們覺得我可能
1427,00:50:40.000,00:50:42.000,是個朋友所以他們
1428,00:50:42.000,00:50:44.000,不怕被批評
1429,00:50:44.000,00:50:46.000,所以講出來
1430,00:50:46.000,00:50:48.000,說我沒有想
1431,00:50:48.000,00:50:50.000,因為往事他根本不care
1432,00:50:50.000,00:50:52.000,那個方向就想
1433,00:50:52.000,00:50:54.000,但不怕被批評的意思是
1434,00:50:54.000,00:50:56.000,你可以批評
1435,00:50:56.000,00:50:58.000,只是他們不怕而已但你有批評過嗎
1436,00:50:58.000,00:51:02.000,我偶爾會
1437,00:51:02.000,00:51:04.000,例如會他們
1438,00:51:04.000,00:51:06.000,會說什麼你可能會說
1439,00:51:06.000,00:51:08.000,什麼我到很久很久
1440,00:51:08.000,00:51:10.000,以後才
1441,00:51:10.000,00:51:12.000,才開始
1442,00:51:12.000,00:51:14.000,我聽了出塊之後我才
1443,00:51:14.000,00:51:16.000,開始會覺得
1444,00:51:16.000,00:51:18.000,男生有些言論
1445,00:51:18.000,00:51:20.000,是不行的
1446,00:51:20.000,00:51:22.000,哦了解
1447,00:51:22.000,00:51:24.000,嗯
1448,00:51:24.000,00:51:26.000,那動作呢就除了
1449,00:51:26.000,00:51:28.000,動作他們他們都
1450,00:51:28.000,00:51:30.000,都離我很遠
1451,00:51:30.000,00:51:32.000,不是都離我很遠他們都會保持距離
1452,00:51:32.000,00:51:34.000,除了
1453,00:51:34.000,00:51:36.000,很遠
1454,00:51:36.000,00:51:38.000,意思是說有可能是
1455,00:51:38.000,00:51:40.000,就是你剛才前面有說
1456,00:51:40.000,00:51:42.000,就是會抱就是彼此會抱抱
1457,00:51:42.000,00:51:44.000,但是就是除了這種
1458,00:51:44.000,00:51:46.000,比較安慰性的抱抱以外
1459,00:51:46.000,00:51:48.000,其他時候可能
1460,00:51:48.000,00:51:50.000,也不會勾肩搭背
1461,00:51:50.000,00:51:52.000,或者是
1462,00:51:52.000,00:51:54.000,亂碰你或是突然離你很近
1463,00:51:54.000,00:51:56.000,這個狀況其實也沒有那麼
1464,00:51:56.000,00:51:58.000,就是也不太會發生就只有
1465,00:51:58.000,00:52:00.000,男會是故意
1466,00:52:00.000,00:52:02.000,對你動手動腳嗎
1467,00:52:02.000,00:52:04.000,對但是剛剛有說
1468,00:52:04.000,00:52:06.000,勾肩搭背是
1469,00:52:06.000,00:52:08.000,走路的時候吧
1470,00:52:08.000,00:52:10.000,就是要去走去捷人站
1471,00:52:10.000,00:52:12.000,或是什麼如果真的
1472,00:52:12.000,00:52:14.000,他們罪悍太多的時候
1473,00:52:14.000,00:52:16.000,我有時候要幫忙
1474,00:52:16.000,00:52:18.000,攙扶這時候就會
1475,00:52:18.000,00:52:20.000,靠很近那我就是
1476,00:52:20.000,00:52:22.000,也有扶過
1477,00:52:22.000,00:52:24.000,就真的只是需要攙扶的人
1478,00:52:24.000,00:52:26.000,但也有扶過像娥娜
1479,00:52:26.000,00:52:28.000,就是邊攙扶就邊抓我
1480,00:52:28.000,00:52:30.000,那樣的所以除了
1481,00:52:30.000,00:52:32.000,他以外就算其他人
1482,00:52:32.000,00:52:34.000,你攙扶他們他們可能也不會
1483,00:52:34.000,00:52:36.000,會讓你有一種
1484,00:52:36.000,00:52:38.000,亂碰你或者是故意
1485,00:52:38.000,00:52:40.000,卡油的感覺嗎
1486,00:52:40.000,00:52:46.000,其實有另外一個是公園世界
1487,00:52:46.000,00:52:48.000,嗯
1488,00:52:48.000,00:52:52.000,我好像有印象你之前跟我說過
1489,00:52:52.000,00:52:54.000,對當然
1490,00:52:54.000,00:52:56.000,但他不是一個
1491,00:52:56.000,00:53:02.000,等我一下
1492,00:53:02.000,00:53:04.000,好不好
1493,00:53:04.000,00:53:06.000,好
1494,00:53:06.000,00:53:16.000,因為要跟你訪問所以我把林潔瑞趕出去了
1495,00:53:16.000,00:53:18.000,啊
1496,00:53:18.000,00:53:24.000,後累了
1497,00:53:24.000,00:53:26.000,不會不會
1498,00:53:26.000,00:53:28.000,他等一下要去吃遲來的
1499,00:53:28.000,00:53:30.000,爸爸節
1500,00:53:30.000,00:53:32.000,菜
1501,00:53:32.000,00:53:34.000,好
1502,00:53:34.000,00:53:36.000,就是他
1503,00:53:36.000,00:53:38.000,他只有那一次
1504,00:53:38.000,00:53:40.000,那時候他是喝醉嗎
1505,00:53:40.000,00:53:42.000,還是
1506,00:53:42.000,00:53:44.000,我忘記了
1507,00:53:44.000,00:53:46.000,他之後有跟你道歉
1508,00:53:46.000,00:53:48.000,或者是
1509,00:53:48.000,00:53:50.000,有
1510,00:53:50.000,00:53:52.000,那我就
1511,00:53:52.000,00:53:54.000,繼續問
1512,00:53:54.000,00:53:56.000,就是算第一次
1513,00:53:56.000,00:53:58.000,然後後面的這件事情
1514,00:53:58.000,00:54:00.000,然後過了
1515,00:54:00.000,00:54:02.000,這樣子過了
1516,00:54:02.000,00:54:04.000,過了一年以後就是發生
1517,00:54:04.000,00:54:06.000,公園
1518,00:54:06.000,00:54:08.000,廁所那件事情
1519,00:54:08.000,00:54:10.000,對
1520,00:54:10.000,00:54:12.000,那個時候
1521,00:54:12.000,00:54:14.000,你可以一樣快速的敘述一下
1522,00:54:14.000,00:54:16.000,那時候發生什麼事
1523,00:54:16.000,00:54:18.000,那時候是我們去新莊看棒球
1524,00:54:18.000,00:54:20.000,看完棒球之後我們就會在旁邊
1525,00:54:20.000,00:54:22.000,運動公園圍一圈
1526,00:54:22.000,00:54:24.000,然後喝酒聊天這樣
1527,00:54:24.000,00:54:26.000,旁邊有個水池
1528,00:54:26.000,00:54:28.000,有些人想吐就會直接吐在裡面
1529,00:54:28.000,00:54:30.000,然後那時候
1530,00:54:30.000,00:54:32.000,就是我們聊到
1531,00:54:32.000,00:54:34.000,我的印象是已經沒有
1532,00:54:34.000,00:54:36.000,捷運回家的時間
1533,00:54:36.000,00:54:38.000,應該是一兩點了
1534,00:54:38.000,00:54:40.000,我就想去尿尿
1535,00:54:40.000,00:54:42.000,在離公園
1536,00:54:42.000,00:54:44.000,離我們住的地方
1537,00:54:44.000,00:54:46.000,十公尺二十公尺
1538,00:54:46.000,00:54:48.000,遠的地方有一個公廁
1539,00:54:48.000,00:54:50.000,然後我就站起來
1540,00:54:50.000,00:54:52.000,要去尿尿
1541,00:54:52.000,00:54:54.000,然後在我快到
1542,00:54:54.000,00:54:56.000,廁所的時候我就
1543,00:54:56.000,00:54:58.000,追上我
1544,00:54:58.000,00:55:00.000,看一下後面沒有人發現
1545,00:55:00.000,00:55:02.000,他就把我拉到男廁
1546,00:55:02.000,00:55:04.000,叫我幫他口罩一下
1547,00:55:04.000,00:55:06.000,嗯嗯嗯
1548,00:55:06.000,00:55:08.000,嗯
1549,00:55:08.000,00:55:10.000,然後還有
1550,00:55:10.000,00:55:12.000,他
1551,00:55:12.000,00:55:14.000,廁所的時候就在廁這件事情
1552,00:55:14.000,00:55:16.000,他就問我說他們把
1553,00:55:16.000,00:55:18.000,生紙器放在你的嘴巴
1554,00:55:18.000,00:55:20.000,我有跟他說我跟警官
1555,00:55:20.000,00:55:22.000,說的時候我說他有放
1556,00:55:22.000,00:55:24.000,他的生紙器在我嘴巴
1557,00:55:24.000,00:55:26.000,他在我嘴巴裡面射進
1558,00:55:26.000,00:55:28.000,我覺得很噁心
1559,00:55:28.000,00:55:30.000,所以我有印象是我去漱口
1560,00:55:30.000,00:55:32.000,很多次然後去
1561,00:55:32.000,00:55:34.000,事情過了之後就是他
1562,00:55:34.000,00:55:36.000,射完精之後他就先
1563,00:55:36.000,00:55:38.000,他就說他要先出去叫
1564,00:55:38.000,00:55:40.000,等一下再回去
1565,00:55:40.000,00:55:42.000,等一下再出來
1566,00:55:42.000,00:55:44.000,我就跑到隔壁女廁
1567,00:55:44.000,00:55:46.000,然後就去漱口
1568,00:55:46.000,00:55:48.000,然後尿尿完才走回去
1569,00:55:48.000,00:55:50.000,然後回去的時候
1570,00:55:50.000,00:55:52.000,沒有人問我剛剛沒有
1571,00:55:52.000,00:55:54.000,發生什麼事
1572,00:55:54.000,00:55:56.000,沒有人發現所以也沒有人問
1573,00:55:56.000,00:55:58.000,嗯
1574,00:55:58.000,00:56:00.000,他那個時候是
1575,00:56:00.000,00:56:02.000,嗯
1576,00:56:02.000,00:56:04.000,就是因為他看起來是有一段路
1577,00:56:04.000,00:56:06.000,是強制拉你
1578,00:56:06.000,00:56:08.000,就是這段
1579,00:56:08.000,00:56:10.000,就是強制拉的路
1580,00:56:10.000,00:56:12.000,大概拉多
1581,00:56:12.000,00:56:14.000,多遠嗎或是他其實就是
1582,00:56:14.000,00:56:16.000,完全在門口的地方
1583,00:56:16.000,00:56:18.000,就是硬拉然後你
